epoch,accuracy,loss,val_accuracy,val_balanced_accuracy,val_balanced_loss,val_campis_accuracy,val_campis_loss,val_irish_accuracy,val_irish_loss,val_loss
0,0.9794999957084656,0.06260610371828079,0.9775997383911053,0.8930380380881779,0.3135898570384327,0.7976878612716763,0.5817304265117873,0.9883882149046794,0.0454492875650781,0.07578827940215485
1,0.9800000190734863,0.06056291610002518,0.9787442773054283,0.899078350246942,0.3211400535069816,0.8092485549132948,0.5988489449201045,0.9889081455805893,0.04343116209385864,0.07485276982078491
2,0.981333315372467,0.05809361860156059,0.9790712884238064,0.896534797287144,0.34021661311304585,0.8034682080924855,0.6381362354401605,0.9896013864818024,0.042296990785931146,0.07600535877977735
3,0.9815833568572998,0.05277795344591141,0.9793982995421844,0.8953496759198967,0.3386341202200979,0.8005780346820809,0.6348380166741695,0.9901213171577123,0.04243022376602637,0.07594446450281798
4,0.984333336353302,0.048773143440485,0.9789077828646174,0.8950897105819416,0.3298981849784155,0.8005780346820809,0.6171007524984989,0.9896013864818024,0.04269561745833204,0.07519139520913286
5,0.984749972820282,0.04736079275608063,0.9798888162197514,0.8996849360355036,0.32587921874923237,0.8092485549132948,0.6105673805413632,0.9901213171577123,0.041191056957101596,0.07340234014221515
