origen,destino,razon,sha256
datasets/dataset_irish/early_blight/earlyblt10533.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt10533.jpg,duplicado,a530a09b9792853cd4fd706d84f4ce52dc82f10afad3514f30e4a3c220b2ad7d
datasets/dataset_irish/early_blight/earlyblt1054.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt1054.jpg,duplicado,63902081470feac015bbcbc99d1c044c34481ac26ea774d86b092fb2ff7496eb
datasets/dataset_irish/early_blight/earlyblt10545.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt10545.jpg,duplicado,c74d7b81532b3047bf764b41843c99c5c28b54b7ba26b48cb11b1ea809f3c785
datasets/dataset_irish/early_blight/earlyblt1055.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt1055.jpg,duplicado,75779e17d14b9fbf8eaa248d4616f90faaf24d50ad87f28c15cecfa4b0a548bf
datasets/dataset_irish/early_blight/earlyblt1056.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt1056.jpg,duplicado,dd240a5b6288ab2aeba5a8c3da80e7292ce12b0c619e76c6348bcd18e2968510
datasets/dataset_irish/early_blight/earlyblt10560.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt10560.jpg,duplicado,157385fc9c453c4f7da5529d51da435c2b5d1406491b0c4490fb2736419f9415
datasets/dataset_irish/early_blight/earlyblt10561.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt10561.jpg,duplicado,157385fc9c453c4f7da5529d51da435c2b5d1406491b0c4490fb2736419f9415
datasets/dataset_irish/early_blight/earlyblt1057.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt1057.jpg,duplicado,8b35902abb74e61f2d56bed5ed5435c0fb52f2e33f522fa5b52b0aaf80da3166
datasets/dataset_irish/early_blight/earlyblt10572.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt10572.jpg,duplicado,925a8731d5aa9ea66a21b8525243bee76e0eabf149a143eb9424ca136ff5c0f8
datasets/dataset_irish/early_blight/earlyblt1058.jpg,datasets/dataset_fallido/dataset_irish/early_blight/earlyblt1058.jpg,duplicado,22ddea9309380fa677ba3137a2a4f2684969a97bfb89b9b22e8e637bd87fedc8
